Orig,Name,TotalSeats,Country Name,Airport1Latitude,Airport1Longitude
XIC,Qingshan,2929.108,China,27.9666996,102.2166977
XIY,Xianyang International,2032926.609,China,34.36669922,108.699997
XMN,Gaoqi International,2587901.582,China,24.4666996,118.1166992
XNN,Caojiabao,64726.354,China,36.54999924,101.75
XUZ,Guanyin,96747.224,China,34.26670075,117.1832962
YCU,Guangong,29447.068,China,35.98300171,111.0169983
YEH,Yueyahu,81690.049,China,38.58810043,106.5385971
YIH,Sanxia,27107.248,China,30.70000076,111.1832962
YIW,Yiwu Airport,98246.442,China,29.26670075,120.0500031
YNJ,Chaoyangchuan,431883.109,China,42.65000153,129.5
YNT,Penglai International,621157.215,China,37.54999924,121.3332977
YNZ,Nanyang Airport,92600.543,China,33.42580032,120.2031021
YTY,Taizhou,125765.325,China,32.56169891,119.7202988
ZHA,Zhanjiang,78262.646,China,21.26670075,110.4666977
ZUH,Sanzao International,684.614,China,22.00779915,113.3781967
ZYI,Xinzhou Airport,30738.302,China,27.81110001,107.2461014
XCH,Christmas Island,12548.368,Christmas Island,-10.45030022,105.6893997
CCK,Cocos Islands,8735.328,Cocos (Keeling) Islands,-12.18859959,96.83059692
ACL,Aguaclara,489.629,Colombia,4.75,-73
ADZ,Gustavo Rojas Pinilla International,44677.563,Colombia,12.58329964,-81.69999695
AXM,El Eden International,26249.314,Colombia,4.456399918,-75.76809692
BAQ,Ernesto Cortissoz International,203074.711,Colombia,10.89610004,-74.77890015
BGA,Palonegro Intl Airport,19706.484,Colombia,7.107200146,-73.12809753
BOG,El Dorado Intl,6868476.615,Colombia,4.706099987,-74.14219666
CLO,Alfonso B Aragon International,722510.418,Colombia,3.546099901,-76.38500214
CRC,Santa Ana,4679.64,Colombia,4.766699791,-75.9332962
CTG,Rafael Nunez International,655769.219,Colombia,10.4467001,-75.51059723
CUC,Camilo Daza,13830.936,Colombia,7.929999828,-72.50939941
LET,Alfredo V. Cobb Intl,4008.025,Colombia,-4.196400166,-69.93939972
MDE,Jose Marie Cordova,1102102.883,Colombia,6.220799923,-75.5931015
PEI,Matecana International,91101.325,Colombia,4.814700127,-75.74500275
PLC,Planeta Rica Airport,4341.666,Colombia,8.416700363,-75.59999847
RCH,Almirante Padilla,2781.786,Colombia,11.5291996,-72.92440033
SJR,San Juan De Uraba Airport,7535.087,Colombia,8.766699791,-76.53330231
SMR,Simon Bolivar Intl,6239.52,Colombia,11.12220001,-74.22859955
VVC,Vanguardia,649.95,Colombia,4.07889986,-73.5667038
AJN,Ouani Airport,34196.036,Comoros,-12.12639999,44.42969894
HAH,Prince Said Ibrahim International,194387.046,Comoros,-11.53190041,43.26110077
NWA,Bandar es Salam Airport,3119.76,Comoros,-12.2833004,43.76670075
YVA,Iconi,5199.6,Comoros,-11.70750046,43.23419952
BZV,Maya-Maya Airport,209613.208,Congo,-4.251900196,15.25469971
KMK,Makabana Airport,47.663,Congo,-3.483299971,12.61670017
PNR,Pointe Noire,116124.4,Congo,-4.810599804,11.88580036
RAR,Rarotonga Island,195400.968,Cook Islands,-21.20030022,-159.8000031
LIO,Limon International,14571.879,Costa Rica,9.955800057,-83.02110291
LIR,D. Oduber Quiros Intl,1031059.015,Costa Rica,10.58969975,-85.55000305
NOB,Nosara,658.616,Costa Rica,9.800000191,-85.53330231
PBP,"Islita, Costa",1091.916,Costa Rica,9.856499672,-85.3707962
PJM,Puerto Jimenez,329.308,Costa Rica,8.534399986,-83.30139923
SJO,Juan Santamaria Intl,4075749.79,Costa Rica,9.993900299,-84.20890045
SYQ,Tobias Bolanos International Airport,1906.52,Costa Rica,9.957500458,-84.14029694
TMU,Tambor,576.289,Costa Rica,9.739199638,-85.01580048
TNO,Tamarindo,658.616,Costa Rica,10.93330002,-85.46669769
XQP,La Managua ,6339.179,Costa Rica,9.449999809,-84.15000153
BWK,Bol,6794.144,Croatia,43.28580093,16.67970085
DBV,Dubrovnik,1474992.197,Croatia,42.56330109,18.26530075
LSZ,Mali Losinj,4610.312,Croatia,44.56689835,14.39389992
OSI,Osijek,22323.616,Croatia,45.54999924,18.68330002
PUY,Pula,401218.468,Croatia,44.89170075,13.9236002
RJK,Rijeka Airport,123117.862,Croatia,45.21670151,14.56830025
SPU,Split Airport,1670245.843,Croatia,43.52500153,16.29220009
ZAD,Zadar,430006.92,Croatia,44.09780121,15.35669994
ZAG,Franjo Tudman,1941573.97,Croatia,45.74309921,16.07029915
ZGC,Bus Station,96625.9,Croatia,45.80329895,15.99330044
CCC,Jardines del Rey,293374.431,Cuba,22.51390076,-78.50830078
CFG,Jaime Gonzalez,2053.842,Cuba,22.14999962,-80.41419983
CMW,Ignacio Agramonte International,189863.394,Cuba,21.41860008,-77.84970093
CYO,Vilo Acuna Intl,31119.606,Cuba,21.61750031,-81.55079651
GAO,Guantanamo Bay NS,1819.86,Cuba,20.08110046,-75.15809631
HAV,Jose Marti Intl,3890397.049,Cuba,22.98940086,-82.40750122
HOG,Frank Pais International,381620.309,Cuba,20.7852993,-76.31500244
MZO,Sierra Maestra,7799.4,Cuba,20.32500076,-77.12889862
NBW,Mariana Grajales,4436.992,Cuba,19.90609932,-75.20749664
SCU,Antonio Maceo Intl,142027.074,Cuba,19.96920013,-75.83580017
SNU,Abel Santamaria,452378.199,Cuba,22.49189949,-79.94190216
VRA,Juan G. Gomez Intl,799122.191,Cuba,23.12579918,-81.29720306
CUR,Hato International,892701.992,Curacao,12.19419956,-68.96060181
AKT,Akrotiri RAF Station,805.938,Cyprus,34.59059906,32.9878006
ECN,Ercan,2408606.375,Cyprus,35.15969849,33.48830032
LCA,Larnaca,4185487.348,Cyprus,34.87779999,33.63059998
PFO,Paphos International,1575881.769,Cyprus,34.7193985,32.48469925
BRQ,Turany,249034.842,Czech Republic,49.15140152,16.69440079
KLV,Karlovy Vary International Airport,33888.393,Czech Republic,50.2030983,12.91499996
OSR,Mosnov,149336.845,Czech Republic,49.70000076,18.11669922
PED,Pardubice Airport,36691.844,Czech Republic,50.01330185,15.73890019
PRG,Ruzyne,10606226.41,Czech Republic,50.09999847,14.26669979
BNC,Mavivi,987.924,Democratic Republic of the Congo,0.566699982,29.4666996
BUX,Bunia,1975.848,Democratic Republic of the Congo,1.571699977,30.21279907
FBM,Luano,129188.395,Democratic Republic of the Congo,-11.59080029,27.5291996
FIH,N'Djili International,472015.355,Democratic Republic of the Congo,-4.384699822,15.4449997
FKI,Bangoka International Airport,4237.674,Democratic Republic of the Congo,0.516700029,25.15500069
GOM,Goma International,28350.819,Democratic Republic of the Congo,-1.669999957,29.23500061
ION,Impfondo,1733.2,Democratic Republic of the Congo,1.613299966,18.06189919
KEC,Kasenga Airport,979.258,Democratic Republic of the Congo,-10.33329964,28.75
MJM,Mbuji Mayi,168.987,Democratic Republic of the Congo,-6.12139988,23.56970024
RUE,Rughenda Airport,987.924,Democratic Republic of the Congo,0.216600001,29.45000076
AAL,Aalborg,338519.958,Denmark,57.0931015,9.850000382
AAR,Aarhus Airport,245273.798,Denmark,56.31029892,10.61810017
BLL,Billund,1912555.869,Denmark,55.74029923,9.152799606
CPH,Kastrup,18211681.33,Denmark,55.60810089,12.63329983
EBJ,Esbjerg,34417.019,Denmark,55.52640152,8.552499771
FAE,Vagar,55921.698,Denmark,62.06669998,-7.266699791
KRP,Midtjyllands,606.62,Denmark,56.29999924,9.116700172
ODE,Beldringe,1247.904,Denmark,55.47639847,10.32859993
RKE,Roskilde,389.97,Denmark,55.58610153,12.13329983
RNN,Bornholm,411.635,Denmark,55.06560135,14.7578001
SGD,Sonderborg Airport,3241.084,Denmark,54.93030167,9.794699669
JIB,Ambouli International,294106.708,Djibouti,11.54669952,43.15779877
DCF,Canefield,623.952,Dominica,15.38609982,-61.40060043
DOM,Melville Hall,93909.109,Dominica,15.54310036,-61.30920029
AZS,EL Catey Intl,65852.934,Dominican Republic,19.27059937,-69.73690033
EPS,El Portillo Airport,1637.874,Dominican Republic,19.25,-69.5
JBQ,Dr. Joaquin Balaguer Airport,67646.796,Dominican Republic,18.57220078,-69.98560333
LRM,Casa de Campo Intl,211082.095,Dominican Republic,18.4102993,-68.9417038
POP,Gregorio Luperon Intl,451476.935,Dominican Republic,19.78109932,-70.66889954
PUJ,Punta Cana International,4292356.46,Dominican Republic,18.56669998,-68.38330078
SDQ,Las Americas International,2853111.513,Dominican Republic,18.42919922,-69.66919708
STI,Cibao Intl,1029343.147,Dominican Republic,19.46920013,-70.70030212
DIL,Pres. Nicolau Lobato,187575.57,East Timor,-8.553299904,125.5261002
ESM,C.Concha Torres Intl,15130.836,Ecuador,0.966700017,-79.625
GYE,Jose Joaquin de Olmedo,1442867.335,Ecuador,-2.15440011,-79.87560272
MEC,Eloy Alfaro Intl,5520.242,Ecuador,-0.9375,-80.72080231
TUA,Luis A. Mantilla Intl,23762.172,Ecuador,0.800000012,-77.71669769
UIO,Mariscal Sucre Intl,1499222.333,Ecuador,-0.137799993,-78.48609924
AAC,El Arish International,1386.56,Egypt,31.07690048,33.83409882
ALY,El Nouzha,90551.034,Egypt,31.18779945,29.94809914
ASW,Aswan International Airport,2179.499,Egypt,23.96500015,32.82170105
ATZ,Asyut,206549.777,Egypt,27.04999924,31.01670075
CAI,Cairo International Airport,11260448.74,Egypt,30.13750076,31.40690041
DBB,Al Alamain International Airport,805.938,Egypt,30.92440033,28.79470062
HBE,Borg el Arab Airport,1479970.814,Egypt,30.91979981,29.69630051
HMB,International Airport,342328.665,Egypt,26.34280014,31.74279976
HRG,Hurghada International Airport,2278980.347,Egypt,27.18580055,33.7989006
LXR,Luxor International Airport,129487.372,Egypt,25.67309952,32.70750046
MUH,Mersa Matruh,17730.636,Egypt,31.33329964,27.2166996
RMF,Marsa Alam International Airport,482280.232,Egypt,25.63330078,34.56940079
SSH,Sharm el-Sheikh Interrnational,991611.383,Egypt,27.97500038,34.38970184
TCP,Taba International Airport,14740.866,Egypt,29.54999924,34.91669846
ILS,Ilopango Airport,3093.762,El Salvador,13.69219971,-89.1160965
SAL,El Salvador Intl,3216216.913,El Salvador,13.43999958,-89.05999756
BSG,Bata,2240.161,Equatorial Guinea,1.906700015,9.802200317
SSG,Santa Isabel International,356085.94,Equatorial Guinea,3.752799988,8.705599785
ASM,Asmara International,315277.746,Eritrea,15.29109955,38.91030121
MSW,Massawa International,3917.032,Eritrea,15.6033001,39.44110107
CHE,City Hall Heliport,11686.101,Estonia,59.44810104,24.75329971
EPU,Parnu Airport,589.288,Estonia,58.41889954,24.80610085
TAY,Tartu,21656.334,Estonia,58.36610031,26.73609924
TLL,Lennart Meri,1888247.739,Estonia,59.41669846,24.81669998
URE,Kuressaare Airport,1213.24,Estonia,58.21670151,22.5
ADD,Bole International,8422784.377,Ethiopia,8.977800369,38.79809952
BJR,Bahar Dar,1083.25,Ethiopia,11.59029961,37.38470078
DIR,Aba Tenna D Yilma International,28597.8,Ethiopia,9.622200012,41.85079956
MQX,Alula Aba Nega,1083.25,Ethiopia,13.46829987,39.52640152
MPN,Mount Pleasant,48672.589,Falkland Islands,-51.82220078,-58.44169998
NAN,Nadi International,1354378.809,Fiji,-17.75309944,177.4477997
SUV,Nausori International,29195.754,Fiji,-18.04109955,178.5661011
ENF,Enontekio,779.94,Finland,68.34999847,23.41670036
HEL,Helsinki-Vantaa,11762383.47,Finland,60.32559967,24.97170067
HEN,Hernesaari Heliport,11686.101,Finland,60.14780045,24.92440033
IVL,Ivalo,16842.371,Finland,68.61109924,27.41559982
JOE,Joensuu,3626.721,Finland,62.66249847,29.60890007
JYV,Jyvaskyla,2461.144,Finland,62.39920044,25.68190002
KAJ,Kajaani,818.937,Finland,64.27780151,27.68889999
KAO,Kuusamo,12292.721,Finland,65.99030304,29.23390007
KEM,Kemi,1637.874,Finland,65.77999878,24.58580017
KOK,Kruunupyy,9073.302,Finland,63.71559906,23.14170075
KTT,Kittila,53971.848,Finland,67.66670227,24.89999962
KUO,Kuopio,5264.595,Finland,63.00559998,27.79829979
LPP,Lappeenranta,44222.598,Finland,61.04610062,28.15670013
MHQ,Mariehamn,8055.047,Finland,60.12329865,19.89669991
OUL,Oulu,32640.489,Finland,64.92919922,25.35829926
POR,Pori,801.605,Finland,61.46310043,21.79719925
RVN,Rovaniemi,34048.714,Finland,66.56310272,25.82670021
SJY,Seinajoki,641.284,Finland,62.68330002,22.81669998
SVL,Savonlinna,411.635,Finland,61.95000076,28.95000076
TKU,Turku,244385.533,Finland,60.51470184,22.2656002
TMP,Tampere-Pirkkala,98419.762,Finland,61.46390152,23.73889923
VAA,Vaasa,77816.347,Finland,63.04499817,21.76140022
AJA,Napoleon Bonaparte,111271.44,France,41.92419815,8.803099632
ANE,Marce Airport,10485.86,France,47.49779892,-0.574199975
ANG,Angouleme-Brie-Champniers,4913.622,France,45.72940064,0.219699994
AVN,Caumont Airport,2365.818,France,43.90000153,4.900000095
BES,Bretagne,101604.517,France,48.44720078,-4.420599937
BIA,Poretta,163999.717,France,42.54919815,9.486100197
BIQ,Pays Basque,152855.241,France,43.46860123,-1.522500038
BOD,Bordeaux,2795582.272,France,44.82939911,-0.714399993
BVA,Beauvais-Tille,2199695.113,France,49.4557991,2.112499952
BVE,Vallee de la Dordogne,26205.984,France,45.15000153,1.466699958
BYF,Albert Bray,615.286,France,49.96989822,2.692500114
BZR,Beziers Vias,125297.361,France,43.32419968,3.35439992
CCF,Salvaza,206372.124,France,43.21580124,2.306900024
CDG,Charles De Gaulle,42274368.54,France,49.00970078,2.548599958
CER,Maupertus,818.937,France,49.65110016,-1.465299964
CFE,Auvergne Airport,70419.916,France,45.78580093,3.167500019
CFR,Carpiquet,22310.617,France,49.1733017,-0.448100001
CHR,Deols Airport,1572.879,France,46.81669998,1.700000048
CLY,Ste Catherine,36002.897,France,42.52780151,8.791700363
CMF,Chambery/Aix-les-Bains,76941.081,France,45.63890076,5.881700039
DCM,Mazamet,207.984,France,43.54999924,2.283299923
DIJ,Longvic,610.953,France,47.27080154,5.088900089
DLE,Tavaux,58127.195,France,47.04029846,5.430600166
DNR,Pleurtuit,55687.716,France,48.58779907,-2.083600044
DOL,St Gatien,36267.21,France,49.3628006,0.164199993
EBU,Boutheon,60172.371,France,45.54169846,4.297500134
EGC,Bergerac-Roumaniere Airport,164645.334,France,44.83330154,0.516700029
ETZ,Lorraine,84480.501,France,48.97919846,6.247799873
FNI,Garons,132667.794,France,43.75859833,4.416699886
FSC,Sud-Corse,65874.599,France,41.58330154,9.25
GNB,Grenoble-Isere,151382.021,France,45.3628006,5.329699993
LDE,Pyrenees,120661.051,France,43.1794014,-0.0056
LEH,Octeville,2391.816,France,49.53889847,0.088600002
LIG,Bellegarde,147291.669,France,45.86190033,1.182199955
LIL,Lesquin,419937.028,France,50.56439972,3.088099957
LRH,Laleu,111145.783,France,46.18059921,-1.185799956
LRT,Lann Bihoue,1637.874,France,47.76110077,-3.439199925
LTQ,Le Touquet,43.33,France,50.51499939,1.628100038
LTT,St. Tropez,64.995,France,43.26390076,6.655600071
LYS,Satolas,4860313.101,France,45.7256012,5.081699848
MLH,EuroAirport French FR,319593.414,France,47.59000015,7.53000021
MPL,Mediterranee,428954.001,France,43.58060074,3.970299959
MRS,Marignane,3929238.061,France,43.43560028,5.216400147
MZM,Frescaty,2625.798,France,49.07249832,6.134399891
NCE,Cote D'Azur,6147300.761,France,43.66389847,7.21750021
NTE,Nantes Atlantique Airport,2645045.186,France,47.15829849,-1.609699965
ORY,Orly,12747304.7,France,48.72890091,2.357199907
PGF,Llabanere,109529.574,France,42.74079895,2.871700048
PIS,Biard,36033.228,France,46.59170151,0.305599988
POX,Pontoise,4852.96,France,49.04999924,2.083300114
PUF,Pyrenees Airport,15078.84,France,43.38000107,-0.417800009
RDZ,Marcillac,22930.236,France,44.40890122,2.483299971
RHE,Reims,4276.671,France,49.31079865,4.050600052
RNS,St Jacques,159285.413,France,48.0685997,-1.731400013
RSY,Robeson NDB,173.32,France,34.61339951,-79.05970001
SBK,Tremuson,823.27,France,48.51309967,-2.808900118
SXB,Entzheim,292746.146,France,48.53689957,7.627500057
TLN,Hyeres Airport,39066.328,France,43.11669922,6.116700172
TLS,Blagnac,2953247.143,France,43.63000107,1.363600016
TUF,St Symphorien,92539.881,France,47.43249893,0.727800012
UIP,Pluguffan,4991.616,France,47.97439957,-4.170800209
XCR,Vatry Airport,44408.917,France,48.76779938,4.201099873
CAY,Felix Eboue,217503.601,French Guiana,4.820000172,-52.36330032
AAA,Anaa,18670.897,French Polynesia,-17.35510063,-145.5084992
PPT,Faaa,469662.536,French Polynesia,-17.54719925,-149.6139069
LBV,Leon M'ba International,453777.758,Gabon,0.459199995,9.415300369
MVB,Mvengue,1884.855,Gabon,-1.656900048,13.43970013
POG,Port-Gentil International,3271.415,Gabon,-0.712499976,8.755800247
BJL,Banjul Intl,328541.059,Gambia,13.33720017,-16.65439987
BUS,Batumi,340673.459,Georgia,41.6108017,41.6006012
KUT,Kutaisi International Airport,506705.353,Georgia,42.25,42.70000076
TBS,Tbilisi International Airport,2424040.521,Georgia,41.66939926,44.95510101
AGB,Munich Augsburg Airport,1109.248,Germany,48.42610169,10.93309975
AOC,Altenburg Nobitz Airport,7370.433,Germany,50.98329926,12.44999981
BER,Brandenburg,64795.682,Germany,52.36669922,13.50329971
BRE,Bremen,856846.417,Germany,53.04669952,8.789999962
BWE,Braunschweig/Wolfsburg,467.964,Germany,52.16669846,10.5
CGN,Cologne/Bonn Airport,5485720.989,Germany,50.86579895,7.141900063
CSO,Cochstedt Airport,23749.173,Germany,51.84999847,11.41670036
DRS,Dresden,321122.963,Germany,51.13330078,13.76669979
DTM,Dortmund Airport,1412536.335,Germany,51.51670075,7.466700077
DUS,Duesseldorf International,13541149.29,Germany,51.28110123,6.752799988
ERF,Erfurt-Weimar,52632.951,Germany,50.98329926,10.9666996
FDH,Friedrichshafen,137317.103,Germany,47.66719818,9.512499809
FKB,Baden Airpark,701790.012,Germany,48.77944565,8.080555916
FMM,Allgaeu Airport,1025443.447,Germany,47.99250031,10.24359989
FMO,Osnabruck International,358555.75,Germany,52.13610077,7.685599804
FRA,Frankfurt International Airport,40889303.43,Germany,50.03889847,8.570599556
GWT,Sylt,13583.955,Germany,54.91529846,8.343099594
HAJ,Hannover,3148617.78,Germany,52.46110153,9.68500042
HAM,Hamburg,7516749.744,Germany,53.63389969,9.994999886
HDF,Heringsdorf Airport,2708.125,Germany,54.18330002,11
HHN,Hahn,802839.905,Germany,49.95000076,7.266699791
KSF,Kassel-Calden,51705.689,Germany,51.40810013,9.375300407
LBC,Luebeck-Blankensee,39776.94,Germany,53.80609894,10.72060013
LEJ,Leipzig,1014437.627,Germany,51.40000153,12.41670036
MUC,Franz Josef Strauss International,25444927.21,Germany,48.34999847,11.7833004
NRN,Weeze Airport,701010.072,Germany,51.60309982,6.144199848
NUE,Nuremberg,2002305.298,Germany,49.49969864,11.08170033
PAD,Paderborn,278646.564,Germany,51.61500168,8.621100426
QBO,Railway Station,155.988,Germany,51.46670151,7.216700077
RLG,Laage,42857.703,Germany,53.91669846,12.2833004
RMS,Ramstein Ab,1165.577,Germany,49.4375,7.517799854
SCN,Ensheim,154527.779,Germany,49.21670151,7.119699955
STR,Stuttgart Airport,6051675.784,Germany,48.68830109,9.210000038
SXF,Schoenefeld,6291360.012,Germany,52.5,13.50829983
THF,Tempelhof,141619.772,Germany,52.47470093,13.40330029
TXL,Tegel,9821117.138,Germany,52.56060028,13.29559994
XFW,Finkenwerder,6499.5,Germany,53.53580093,9.836600304
ZQW,Zweibruecken Airport,86222.367,Germany,49.20940018,7.400599957
ACC,Kotoka International,1549680.118,Ghana,5.595300198,-0.1708
GIB,North Front,298357.381,Gibraltar,36.15000153,-5.347199917
AOK,Karpathos,61593.595,Greece,35.42139816,27.14609909
ATH,Eleftherios Venizelos Airport,10671498.72,Greece,37.93640137,23.94440079
AXD,Dimokritos,1915.186,Greece,40.85583496,25.95638847
CFU,Ioannis Kapodistrias Airport,1480131.135,Greece,39.60189819,19.9116993
CHQ,Ioannis Daskalogiannis Airport,846520.878,Greece,35.5316658,24.14972305
EFL,Kefallinia Airport,344135.526,Greece,38.11809921,20.50559998
GPA,Araxos,55882.701,Greece,38.1511116,21.42555618
HER,Nikos Kazantzakis Airport,2804841.893,Greece,35.33969879,25.18029976
IOA,King Pyrros Airport,7136.451,Greece,39.69639969,20.82250023
JKH,Omiros Airport,831.936,Greece,38.3431015,26.1406002
JMK,Mykonos,562700.712,Greece,37.43500137,25.34810066
JNX,Naxos,866.6,Greece,37.0821991,25.36860085
JSH,Siteia Airport,20919.724,Greece,35.21609879,26.10140038
JSI,Alex. Papadiamantis Airport,174528.907,Greece,39.17720032,23.50359917
JTR,Santorini,556305.204,Greece,36.39916611,25.4794445
KGS,Ippokratis Airport,1097817.546,Greece,36.79330063,27.0916996
KIT,Alexandros A. Onassis,1083.25,Greece,36.27416611,23.01694489
KLX,Kalamata,171543.47,Greece,37.06829834,22.02560043
KVA,Megas Alexandros,133751.044,Greece,40.91329956,24.61919975
LXS,Lemnos,1490.552,Greece,39.91690064,25.2364006
MJT,Mytilene,44573.571,Greece,39.05609894,26.59939957
PVK,Aktion,250109.426,Greece,38.92639923,20.76580048
RHO,Diagoras,1856092.546,Greece,36.38470078,28.11829948
SKG,Makedonia,2687517.252,Greece,40.52080154,22.97220039
SKU,Skiros,1291.234,Greece,38.96829987,24.48810005
SMI,Samos,93653.462,Greece,37.68889999,26.91390038
VOL,Nea Anchialos Airport,19225.521,Greece,39.21910095,22.79529953
ZTH,Dionisios Solomos,738507.854,Greece,37.75579834,20.88829994
CNP,Neerlerit Inaat,766.941,Greenland,70.74310303,-22.6583004
GOH,Nuuk,8016.05,Greenland,64.19219971,-51.68249893
JAV,Ilulissat Airport,2976.771,Greenland,69.21669769,-51.09999847
JHS,Sisimiut Airport,177.653,Greenland,66.93689728,-53.70420075
KUS,Kulusuk,7899.059,Greenland,65.5667038,-37.11669922
SFJ,Kangerlussuaq Airport,85230.11,Greenland,67.0121994,-50.71969986
THU,Thule Air Base,3613.722,Greenland,76.53220367,-68.70330048
UAK,Narsarsuaq,5823.552,Greenland,61.16220093,-45.42810059
GND,Maurice Bishop International,346237.031,Grenada and South Grenadines,12.14389992,-61.61669922
PTP,Le Raizet,1056246.744,Guadeloupe,16.26749992,-61.52640152
FRS,Mundo Maya Intl,8735.328,Guatemala,16.91670036,-89.88330078
GUA,La Aurora International,2214180.332,Guatemala,14.58189964,-90.52749634
PBR,Puerto Barrios,368.305,Guatemala,15.72309971,-88.60610199
CKY,Conakry Intl,441667.023,Guinea,9.576399803,-13.61079979
OXB,Osvaldo Vieira International,116540.368,Guinea Bissau,11.8888998,-15.65719986
GEO,Cheddi Jagan International,367828.37,Guyana,6.500299931,-58.25419998
OGL,Ogle Airport,65376.304,Guyana,6.800000191,-58.10559845
CAP,Hugo Chavez Intl,65285.311,Haiti,19.73279953,-72.1949997
PAP,Toussaint Louverture,960699.761,Haiti,18.56060028,-72.3289032
LCE,La Ceiba Intl,5450.914,Honduras,15.74059963,-86.85720062
RTB,Juan Manuel Galvez,178094.966,Honduras,16.31469917,-86.52580261
SAP,Ramon V. Morales Intl,763283.948,Honduras,15.4513998,-87.92420197
TGU,Toncontin Intl,483753.452,Honduras,14.05970001,-87.21749878
HHP,Sheung Wan Heliport,26205.984,Hong Kong (SAR),22.31809998,114.199997
HKG,Hong Kong Intl,45073391.22,Hong Kong (SAR),22.30360031,113.9205017
BUD,Liszt Ferenc International,9533150.291,Hungary,47.43330002,19.23329926
DEB,Debrecen,345877.392,Hungary,47.49029923,21.61389923
PEV,Pecs,6066.2,Hungary,45.98939896,18.24220085
SOB,FlyBalaton Airport (Sarmeleek),1603.21,Hungary,46.68610001,17.16390038
AEY,Akureyri,4129.349,Iceland,65.6568985,-18.07220078
EGS,Egilsstadir,818.937,Iceland,65.27780151,-14.40279961
KEF,Keflavik Intl,4313631.49,Iceland,63.98529816,-22.60420036
RKV,Reykjavik Domestic Airport,18051.278,Iceland,64.12940216,-21.93889999
AGR,Agra Airport,1993.18,India,27.1583004,77.96279907
AMD,S. VallabhBhai Patel,1020503.827,India,23.06640053,72.62419891
ATQ,Sri Guru Ram Dass Jee,579447.757,India,31.70689964,74.79720306
BBI,Biju Patnaik,60055.38,India,20.24360085,85.8199997
BLR,Kempegowda International,2991221.555,India,13.20300007,77.70580292
BOM,Mumbai (Chhatrapati Shivaji) International,7768146.071,India,19.08810043,72.85169983
BPM,Begumpet,7019.46,India,17.4531002,78.38420105
CCJ,Calicut International,1678010.579,India,11.13329983,75.95279694
CCU,Subhas Chandra Bose Airport,2046501.898,India,22.65250015,88.44920349
CJB,Coimbatore International,158904.109,India,11.02830029,77.04329681
CNN,Kannur International Airport,413316.204,India,11.9158001,75.54579926
COK,Kochi International Airport,2703224.377,India,9.944399834,76.27189636
DEL,Indira Gandhi Intl,10997717.29,India,28.57360077,77.10079956
GAU,Gopinath Bordoloi International,35803.579,India,26.10420036,91.58750153
GAY,Gaya,62403.866,India,24.74670029,84.94580078
GOI,Dabolim,320568.339,India,15.3828001,73.82810211
HYD,Rajiv Gandhi International,2267844.537,India,17.25,78.41670227
IDR,Devi Ahilya Bai Holkar,12635.028,India,22.72310066,75.80560303
IXB,Bagdogra,12687.024,India,26.68059921,88.33059692
IXC,Chandigarh,75030.228,India,30.6718998,76.79060364
IXE,Mangalore Airport,367299.744,India,12.96389961,74.89389801
IXM,Madurai,214717.482,India,9.832500458,78.08809662
JAI,Jaipur International,352567.544,India,26.82169914,75.80609894
LKO,Chaudhary Charan Singh,467626.026,India,26.76029968,80.88030243
MAA,Chennai International Airport,3577537.117,India,12.99330044,80.17690277
NAG,Dr. Ambedkar Intl Airport,87266.62,India,21.09110069,79.04969788
PNQ,Lohegaon,134011.024,India,18.58139992,73.92060089
PYG,Pakyong Airport,528.626,India,27.22780037,88.5868988
STV,Surat,30625.644,India,21.16670036,72.83329773
SXR,Sheikh ul Alam,17453.324,India,33.98809815,74.77529907
TRV,Trivandrum International,1279218.591,India,8.479700089,76.91970062
TRZ,Tiruchchirappalli,818781.012,India,10.7638998,78.70890045
VGA,Vijayawada,9359.28,India,16.52939987,80.79720306
VNS,Lal Bahadur Shastri,170135.245,India,25.45190048,82.86309815
VTZ,Vishakhapatnam,128295.797,India,17.72109985,83.22470093
AMI,Selaparang,23961.49,Indonesia,-8.56000042,116.0969009
BDJ,Syamsudin Noor,2703.792,Indonesia,-3.442800045,114.7538986
BDO,Husein Sastranegara,384770.4,Indonesia,-6.90170002,107.575798
BPN,Sepinggan,27661.872,Indonesia,-1.268100023,116.8930969
BTH,Hang Nadim,31596.236,Indonesia,1.130599976,104.1342011
BTJ,Sultan Iskandar Muda,257518.856,Indonesia,5.519999981,95.41940308
BUI,Bokondini,1486.219,Indonesia,-3.716700077,138.6499939
BWX,Blimbingsari Airport,60055.38,Indonesia,-8.310600281,114.3399963
CGK,Soekarno-Hatta Intl,10732745.67,Indonesia,-6.125800133,106.6577988
DJB,Sultan Thaha,524.293,Indonesia,-1.634699941,103.6417007
DPS,Ngurah Rai,8533336.539,Indonesia,-8.748600006,115.1650009
DTB,Silangit,24958.08,Indonesia,2.25970006,98.99530029
HLP,Halim Perdanakusuma,927.262,Indonesia,-6.266699791,106.8897018
JOG,Adisutjipto,255508.344,Indonesia,-7.789700031,110.430603
KJT,Kertajati International Airport,866.6,Indonesia,-6.648300171,108.1541977
KNO,Kuala Namu,1419508.132,Indonesia,3.642199993,98.88529968
KOE,Eltari,1039.92,Indonesia,-10.17389965,123.6583023
KSR,H. Aroeppala,1533.882,Indonesia,-6.171899796,120.4353027
KWB,Karimunjawa Airport,9684.255,Indonesia,-5.833300114,110.5
